pathname,timestamp,arousal,valence,emotion_sentence,familiarity_rating,participant_id,film,composer,song_name,year,soundtrack,director,genre,ISRC,num_timestamps,timestamp_order,emotion_subsentence,split_emotion_sentence,matched_keyword_clean,emotion_group_id,file_path
/audioFolder5//film-score-emotion-survey/audioFolder5/little_women__robert_schumann__kinderszenen_op15_i_von_fremden_landern_und_menschen_sample_1.mp3,0.0,0.154,0.808,"This solo piano waltz inspires positive emotions, with some varying energy throughout. The start inspires innocence, naÃ¯vetÃ©, given by the almost minimalist simplicity of the harmony. The second part, a bit more energetic thanks to the dynamics of the player, and a bit more nuanced emotionally. It sounds almost regretful, like an evolution from the second part. The third marker denotes a diminuendo and a change of pace to an emotion that seems more melancholic, tinged with sadness, and less upbeat.",never-heard-this,_ofa08nv3d,Little Women,Robert Schumann,Kinderszenen op.15 I. Von Fremden Ländern und Menschen,2019,1,Greta Gerwig,"Drama, Romance",DEF058330102,1,1,"This solo piano waltz inspires positive emotions, with some varying energy throughout. The start inspires innocence, naÃ¯vetÃ©, given by the almost minimalist simplicity of the harmony. The","This solo piano waltz inspires positive emotions, with some varying energy throughout. start inspires innocence, naÃ¯vetÃ©, given by almost minimalist simplicity of harmony.",minimalist,0.0,littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/little_women__robert_schumann__kinderszenen_op15_i_von_fremden_landern_und_menschen_sample_1.mp3,5.30008453085376,0.374,0.903,"This solo piano waltz inspires positive emotions, with some varying energy throughout. The start inspires innocence, naÃ¯vetÃ©, given by the almost minimalist simplicity of the harmony. The second part, a bit more energetic thanks to the dynamics of the player, and a bit more nuanced emotionally. It sounds almost regretful, like an evolution from the second part. The third marker denotes a diminuendo and a change of pace to an emotion that seems more melancholic, tinged with sadness, and less upbeat.",never-heard-this,_ofa08nv3d,Little Women,Robert Schumann,Kinderszenen op.15 I. Von Fremden Ländern und Menschen,2019,1,Greta Gerwig,"Drama, Romance",DEF058330102,1,2,"part, a bit more energetic thanks to the dynamics of the player,","second part, a bit more energetic thanks dynamics of player, a bit more nuanced emotionally. It almost regretful, an evolution from",regretful,4.0,littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/little_women__robert_schumann__kinderszenen_op15_i_von_fremden_landern_und_menschen_sample_1.mp3,12.8317836010144,-0.316,0.077,"This solo piano waltz inspires positive emotions, with some varying energy throughout. The start inspires innocence, naÃ¯vetÃ©, given by the almost minimalist simplicity of the harmony. The second part, a bit more energetic thanks to the dynamics of the player, and a bit more nuanced emotionally. It sounds almost regretful, like an evolution from the second part. The third marker denotes a diminuendo and a change of pace to an emotion that seems more melancholic, tinged with sadness, and less upbeat.",never-heard-this,_ofa08nv3d,Little Women,Robert Schumann,Kinderszenen op.15 I. Von Fremden Ländern und Menschen,2019,1,Greta Gerwig,"Drama, Romance",DEF058330102,1,3,"a bit more nuanced emotionally. It sounds almost regretful, like an evolution from the","second part. third marker denotes a diminuendo a change of pace to an emotion that seems more melancholic, tinged with sadness, less upbeat.",melancholic,4.0,littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/little_women__robert_schumann__kinderszenen_op15_i_von_fremden_landern_und_menschen_sample_2.mp3,0.405733868981036,-0.093,0.5,"Overall positive, uplifting, optimistic, light/sunny. Energy got higher throughout the excerpt.",familiar,_8yvh3dx5e,Decision To Leave,Jung Hoon Hee and Song Chang-sik,Mist,2022,1,Park Chan-wook,"Drama, Romance",DEF058330102,1,1,Overall positive,"positive,",positive,8.0,littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/little_women__robert_schumann__kinderszenen_op15_i_von_fremden_landern_und_menschen_sample_2.mp3,4.1634588108174,-0.208,0.545,"Overall positive, uplifting, optimistic, light/sunny. Energy got higher throughout the excerpt.",familiar,_8yvh3dx5e,Decision To Leave,Jung Hoon Hee and Song Chang-sik,Mist,2022,1,Park Chan-wook,"Drama, Romance",DEF058330102,1,2,Overall positive,"uplifting, optimistic,",uplifting,8.0,littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/little_women__robert_schumann__kinderszenen_op15_i_von_fremden_landern_und_menschen_sample_2.mp3,6.94630872483222,0.243,0.565,"Overall positive, uplifting, optimistic, light/sunny. Energy got higher throughout the excerpt.",familiar,_8yvh3dx5e,Decision To Leave,Jung Hoon Hee and Song Chang-sik,Mist,2022,1,Park Chan-wook,"Drama, Romance",DEF058330102,1,3,Overall positive,light/sunny. Energy,energy,2.0,littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/little_women__robert_schumann__kinderszenen_op15_i_von_fremden_landern_und_menschen_sample_2.mp3,8.97805475657825,0.177,0.28,"Overall positive, uplifting, optimistic, light/sunny. Energy got higher throughout the excerpt.",familiar,_8yvh3dx5e,Decision To Leave,Jung Hoon Hee and Song Chang-sik,Mist,2022,1,Park Chan-wook,"Drama, Romance",DEF058330102,1,4,Overall positive,Higher energy positive uplifting,energy,2.0,littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/little_women__robert_schumann__kinderszenen_op15_i_von_fremden_landern_und_menschen_sample_2.mp3,10.6239769208508,0.238,0.365,"Overall positive, uplifting, optimistic, light/sunny. Energy got higher throughout the excerpt.",familiar,_8yvh3dx5e,Decision To Leave,Jung Hoon Hee and Song Chang-sik,Mist,2022,1,Park Chan-wook,"Drama, Romance",DEF058330102,1,5,Overall positive,Higher energy positive uplifting,energy,2.0,littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/little_women__robert_schumann__kinderszenen_op15_i_von_fremden_landern_und_menschen_sample_2.mp3,14.1946308724832,0.422,0.545,"Overall positive, uplifting, optimistic, light/sunny. Energy got higher throughout the excerpt.",familiar,_8yvh3dx5e,Decision To Leave,Jung Hoon Hee and Song Chang-sik,Mist,2022,1,Park Chan-wook,"Drama, Romance",DEF058330102,1,6,Energy got higher throughout the excerpt.,Highest energy uplifting,energy,2.0,littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lost_but_won_hans_zimmer_rush_sample_1.mp3,0.0665188470066518,0.937,0.456,"Loved this one, sounds exciting and dramatic and tense but not menacing. The two purple / pink dots felt like the neutral positivity of the track with a slight change to lower positivity (probably just a bit minor key) at orange and then getting a bit more vibrant at the green and blue key changes.",never-heard-this,_19x1mwtfx,Rush,Hans Zimmer,Lost but Won,2013,0,Ron Howard,Horror Mystery Thriller,USNLR1300519,1,1,"Loved this one, sounds exciting","Loved this one, exciting dramatic tense but not",loved,0.0,lostbutwonhanszimmerrushsample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lost_but_won_hans_zimmer_rush_sample_1.mp3,3.44567627494457,0.932,0.086,"Loved this one, sounds exciting and dramatic and tense but not menacing. The two purple / pink dots felt like the neutral positivity of the track with a slight change to lower positivity (probably just a bit minor key) at orange and then getting a bit more vibrant at the green and blue key changes.",never-heard-this,_19x1mwtfx,Rush,Hans Zimmer,Lost but Won,2013,0,Ron Howard,Horror Mystery Thriller,USNLR1300519,1,2,Loved this one,menacing. two purple / pink dots felt neutral,exciting,2.0,lostbutwonhanszimmerrushsample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lost_but_won_hans_zimmer_rush_sample_1.mp3,6.15964523281597,0.912,0.466,"Loved this one, sounds exciting and dramatic and tense but not menacing. The two purple / pink dots felt like the neutral positivity of the track with a slight change to lower positivity (probably just a bit minor key) at orange and then getting a bit more vibrant at the green and blue key changes.",never-heard-this,_19x1mwtfx,Rush,Hans Zimmer,Lost but Won,2013,0,Ron Howard,Horror Mystery Thriller,USNLR1300519,1,3,Loved this one,positivity of track with change to lower positivity,dramatic,3.0,lostbutwonhanszimmerrushsample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lost_but_won_hans_zimmer_rush_sample_1.mp3,10.7361419068736,0.922,0.691,"Loved this one, sounds exciting and dramatic and tense but not menacing. The two purple / pink dots felt like the neutral positivity of the track with a slight change to lower positivity (probably just a bit minor key) at orange and then getting a bit more vibrant at the green and blue key changes.",never-heard-this,_19x1mwtfx,Rush,Hans Zimmer,Lost but Won,2013,0,Ron Howard,Horror Mystery Thriller,USNLR1300519,1,4,not menacing. The two purple / pink dots felt like the neutral positivity of the track with a slight change to lower positivity (probably just a bit minor key) at orange,(probably a bit minor key) at orange n getting,vibrant,8.0,lostbutwonhanszimmerrushsample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lost_but_won_hans_zimmer_rush_sample_1.mp3,11.8669623059867,0.917,0.801,"Loved this one, sounds exciting and dramatic and tense but not menacing. The two purple / pink dots felt like the neutral positivity of the track with a slight change to lower positivity (probably just a bit minor key) at orange and then getting a bit more vibrant at the green and blue key changes.",never-heard-this,_19x1mwtfx,Rush,Hans Zimmer,Lost but Won,2013,0,Ron Howard,Horror Mystery Thriller,USNLR1300519,1,5,getting a bit more vibrant at the green,a bit more vibrant at green blue key changes.,tense,3.0,lostbutwonhanszimmerrushsample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/love_letters_dario_marianelli_atonement_sample_1.mp3,0.0025346012871105,0.192,-0.184,"The first marker felt sad and had the feeling of reminscing about an old memory. Then the build up towards the end felt like all those old memories and feelings attached to those memories, started to bubble up.

The second marker felt melancholic and almost like all those memories were washed over completely with that sadness that was present in the first marker.


",never-heard-this,_tl8d0vzsi,Atonement,Dario Marianelli,Love Letters,2008,0,Joe Wright,Drama Mystery Romance,GBUM70704841,1,1,The first marker felt sad and had the feeling of reminscing about an old memory,first marker felt sad had reminscing about an old memory. n build up towards felt all those old memories attached to,sad,4.0,lovelettersdariomarianelliatonementsample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/love_letters_dario_marianelli_atonement_sample_1.mp3,6.68282057778691,0.742,-0.554,"The first marker felt sad and had the feeling of reminscing about an old memory. Then the build up towards the end felt like all those old memories and feelings attached to those memories, started to bubble up.

The second marker felt melancholic and almost like all those memories were washed over completely with that sadness that was present in the first marker.


",never-heard-this,_tl8d0vzsi,Atonement,Dario Marianelli,Love Letters,2008,0,Joe Wright,Drama Mystery Romance,GBUM70704841,1,2,marker felt sad,"those memories, started to bubble up. second marker felt melancholic almost all those memories were washed over completely with that sadness that was present in first marker.",reminiscing,0.0,lovelettersdariomarianelliatonementsample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/love_letters_dario_marianelli_atonement_sample_2.mp3,0.0172536965184577,-0.386,0.0,"Overall this feels like a calm and gentle resolution. The first marker sets up the anticipation for the cadence, which arrives with a pondering sense of finality in the second marker, which is then further resolved in the third marker as the mediant is played and thereby finishing the piece in a major key (can you tell I did A level ð). The lack of tonal clarity in the initial resolution gives a feeling of uncertainty for me.",never-heard-this,_c1j1i459h,Atonement,Dario Marianelli,Love Letters,2008,0,Joe Wright,Drama Mystery Romance,GBUM70704841,1,1,Overall this feels like a calm,"this a calm gentle resolution. first marker sets up anticipation for cadence, which arrives with a pondering sense of",gentle,0.0,lovelettersdariomarianelliatonementsample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/love_letters_dario_marianelli_atonement_sample_2.mp3,4.43351212709637,-0.556,0.175,"Overall this feels like a calm and gentle resolution. The first marker sets up the anticipation for the cadence, which arrives with a pondering sense of finality in the second marker, which is then further resolved in the third marker as the mediant is played and thereby finishing the piece in a major key (can you tell I did A level ð). The lack of tonal clarity in the initial resolution gives a feeling of uncertainty for me.",never-heard-this,_c1j1i459h,Atonement,Dario Marianelli,Love Letters,2008,0,Joe Wright,Drama Mystery Romance,GBUM70704841,1,2,gentle resolution. The,"finality in second marker, which is n furr resolved in third marker as mediant is played reby finishing piece in a",pondering,6.0,lovelettersdariomarianelliatonementsample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/love_letters_dario_marianelli_atonement_sample_2.mp3,5.98184679384196,-0.556,0.555,"Overall this feels like a calm and gentle resolution. The first marker sets up the anticipation for the cadence, which arrives with a pondering sense of finality in the second marker, which is then further resolved in the third marker as the mediant is played and thereby finishing the piece in a major key (can you tell I did A level ð). The lack of tonal clarity in the initial resolution gives a feeling of uncertainty for me.",never-heard-this,_c1j1i459h,Atonement,Dario Marianelli,Love Letters,2008,0,Joe Wright,Drama Mystery Romance,GBUM70704841,1,3,"marker sets up the anticipation for the cadence, which arrives with a pondering sense of finality in the",major key (can you tell I did A level ð). lack of tonal clarity in initial resolution gives a uncertainty.,uncertainty,3.0,lovelettersdariomarianelliatonementsample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/love_scooter_thomas_newman_elemental_sample_2.mp3,6.23777210884354,0.0,0.0,"A bit tense. Sounds like a spy movie where some sort of plotting is in progress or being executed. The first marker made me feel curious, like maybe there was unexpected thing in the plot or plan. At the second marker, after the rise, it just fades out which frankly made me bored and annoyed because it started of cool then it just dies.",familiar-feeling-not-familiar,_kkir0atz9,Elemental,Thomas Newman,Love Scooter,2023,0,Peter Sohn,Animation Adventure Comedy,USWD12327224,1,1,A bit tense. Sounds like a spy movie where some sort of plotting is in progress or being executed. The,"A bit tense. a spy movie where some sort of plotting is in progress or being executed. first marker curious, maybe re was unexpected thing",curious,,lovescooterthomasnewmanelementalsample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/love_scooter_thomas_newman_elemental_sample_2.mp3,10.2345918367347,0.481,0.18,"A bit tense. Sounds like a spy movie where some sort of plotting is in progress or being executed. The first marker made me feel curious, like maybe there was unexpected thing in the plot or plan. At the second marker, after the rise, it just fades out which frankly made me bored and annoyed because it started of cool then it just dies.",familiar-feeling-not-familiar,_kkir0atz9,Elemental,Thomas Newman,Love Scooter,2023,0,Peter Sohn,Animation Adventure Comedy,USWD12327224,1,2,"marker made me feel curious, like maybe there was unexpected thing in the plot or plan. At the","in plot or plan. At second marker, after rise, it fades out which frankly bored annoyed because it started of cool n it dies.",disappointed,4.0,lovescooterthomasnewmanelementalsample2mp3.mp3
